SIGN_ID,IMAGE_NO,latitude,longitude,LOCATION,LANGUAGE,COMMUNICATIVE_ROLE,MATERIALITY,CONTEXT_FRAME,YELP,NOTES,CLOSED
SIGN_226,IMG_0270,37.752631,-122.413546,24th,English,Establishment_Name,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_227,IMG_0270,37.752631,-122.413546,24th,English,Information,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_228,IMG_0270,37.752631,-122.413546,24th,English,Information,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_229,IMG_0271,37.752718,-122.413443,24th,Spanish,Establishment_Description,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_230,IMG_0271,37.752718,-122.413443,24th,Spanish,Establishment_Description,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_231,IMG_0272,37.752424,-122.413347,24th,English,Establishment_Name,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_232,IMG_0272,37.752424,-122.413347,24th,English,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_233,IMG_0272,37.752424,-122.413347,24th,English,Establishment_Name,Professionally_Printed,Institution,0,,FALSE
SIGN_234,IMG_0273,37.75246,-122.414821,24th,Eng_Span,Establishment_Name,Professionally_Printed,Restaurant,0,La Movida wine bar and community kitchen -- very hipster. Also CLOSED now.,TRUE
SIGN_235,IMG_0274,37.752443,-122.413125,24th,English,Establishment_Name,Professionally_Printed,Institution,0,,FALSE
SIGN_236,IMG_0276,37.752684,-122.413284,24th,Spanish,Establishment_Name,Hand_Written,Shop,0,,FALSE
SIGN_237,IMG_0276,37.752684,-122.413284,24th,Spanish,Establishment_Name,Hand_Written,Shop,0,,FALSE
SIGN_238,IMG_0277,37.752611,-122.413144,24th,Spanish,Establishment_Name,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_239,IMG_0277,37.752611,-122.413144,24th,Spanish,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_240,IMG_0277,37.752611,-122.413144,24th,Span_Eng,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,2,,FALSE
SIGN_241,IMG_0282,37.75246,-122.414821,24th,Eng_Span,Establishment_Name,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_242,IMG_0282,37.75246,-122.414821,24th,Eng_Span,Establishment_Description,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_243,IMG_0282,37.75246,-122.414821,24th,English,Advertisement,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_244,IMG_0283,37.752422,-122.412827,24th,English,Establishment_Name,Professionally_Printed,Shop,2,,FALSE
SIGN_245,IMG_0284,37.752804,-122.412717,24th,English,Establishment_Name,Professionally_Printed,Shop,1,,FALSE
SIGN_246,IMG_0284,37.752804,-122.412717,24th,English,Establishment_Description,Hand_Written,Shop,1,,FALSE
SIGN_247,IMG_0284,37.752804,-122.412717,24th,Eng_Span,Establishment_Description,Hand_Written,Shop,1,,FALSE
SIGN_248,IMG_0286,37.752544,-122.412619,24th,Span_Eng,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_249,IMG_0286,37.752544,-122.412619,24th,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_250,IMG_0286,37.752544,-122.412619,24th,Span_Eng,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_251,IMG_0286,37.752544,-122.412619,24th,Span_Eng,Establishment_Description,Professionally_Printed,Restaurant,1,,FALSE
SIGN_252,IMG_0286,37.752544,-122.412619,24th,Spanish,Establishment_Description,Professionally_Printed,Restaurant,1,,FALSE
SIGN_253,IMG_0286,37.752544,-122.412619,24th,English,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_254,IMG_0286,37.752544,-122.412619,24th,Spanish,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_255,IMG_0286,37.752544,-122.412619,24th,Spanish,Establishment_Description,Hand_Written,Restaurant,1,,FALSE
SIGN_256,IMG_0286,37.752544,-122.412619,24th,Spanish,Establishment_Description,Hand_Written,Restaurant,1,,FALSE
SIGN_257,IMG_0286,37.752544,-122.412619,24th,Span_Eng,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_258,IMG_0288,37.752795,-122.412539,24th,English,Establishment_Name,Professionally_Printed,Gym_Fitness_Studio,0,,FALSE
SIGN_259,IMG_0288,37.752795,-122.412539,24th,English,Information,Hand_Written,Gym_Fitness_Studio,0,,FALSE
SIGN_260,IMG_0289,37.752642,-122.412061,24th,English,Graffiti,Hand_Written,Commentary,0,,FALSE
SIGN_261,IMG_0290,37.752813,-122.412246,24th,English,Establishment_Name,Professionally_Printed,Shop,1,,FALSE
SIGN_262,IMG_0290,37.752813,-122.412246,24th,English,Information,Professionally_Printed,Shop,1,,FALSE
SIGN_263,IMG_0291,37.752799,-122.412202,24th,English,Information,Hand_Written,Cafe,1,,FALSE
SIGN_264,IMG_0291,37.752799,-122.412202,24th,English,Establishment_Description,Hand_Written,Cafe,1,,FALSE
SIGN_265,IMG_0292,37.752878,-122.411773,24th,Spanish,Establishment_Name,Hand_Written,Restaurant,1,,TRUE
SIGN_266,IMG_0292,37.752878,-122.411773,24th,Spanish,Establishment_Description,Hand_Written,Restaurant,1,,TRUE
SIGN_267,IMG_0292,37.752878,-122.411773,24th,Span_Eng,Information,Hand_Written,Restaurant,1,,TRUE
SIGN_268,IMG_0292,37.752878,-122.411773,24th,Spanish,Establishment_Description,Hand_Written,Restaurant,1,,TRUE
SIGN_269,IMG_0293,37.752637,-122.411678,24th,Spanish,Establishment_Name,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_270,IMG_0293,37.752637,-122.411678,24th,Spanish,Establishment_Description,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_271,IMG_0293,37.752637,-122.411678,24th,Spanish,Information,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_272,IMG_0293,37.752637,-122.411678,24th,Spanish,Establishment_Description,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_273,IMG_0294,37.752637,-122.411678,24th,Eng_Span,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_274,IMG_0294,37.752637,-122.411678,24th,Equal,Information,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_275,IMG_0294,37.752637,-122.411678,24th,Spanish,Establishment_Description,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_276,IMG_0294,37.752637,-122.411678,24th,Spanish,Information,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_277,IMG_0296,37.752878,-122.411773,24th,Spanish,Establishment_Name,Hand_Written,Restaurant,1,,FALSE
SIGN_278,IMG_0296,37.752878,-122.411773,24th,Spanish,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_279,IMG_0297,37.752438,-122.411379,24th,Span_Eng,Establishment_Name,Hand_Written,Gallery_Museum,0,,FALSE
SIGN_280,IMG_0297,37.752438,-122.411379,24th,Span_Eng,Establishment_Description,Hand_Written,Gallery_Museum,0,,FALSE
SIGN_281,IMG_0297,37.752438,-122.411379,24th,Eng_Span,Establishment_Name,Professionally_Printed,Restaurant,1,,TRUE
SIGN_282,IMG_0297,37.752438,-122.411379,24th,English,Establishment_Name,Professionally_Printed,Landromat,0,,FALSE
SIGN_283,IMG_0297,37.752438,-122.411379,24th,English,Establishment_Description,Professionally_Printed,Landromat,0,,FALSE
SIGN_284,IMG_0297,37.752438,-122.411379,24th,Spanish,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_285,IMG_0297,37.752438,-122.411379,24th,Span_Eng,Establishment_Description,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_286,IMG_0297,37.752438,-122.411379,24th,Spanish,Establishment_Name,Professionally_Printed,Bakery,1,,TRUE
SIGN_287,IMG_0297,37.752438,-122.411379,24th,Span_Eng,Information,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_288,IMG_0297,37.752438,-122.411379,24th,Spanish,Establishment_Name,Professionally_Printed,Bakery,1,,TRUE
SIGN_289,IMG_0300,37.752672,-122.411593,24th,Spanish,Leaflet,Flier,Commentary,0,,FALSE
SIGN_290,IMG_0300,37.752672,-122.411593,24th,Spanish,Leaflet,Flier,Commentary,0,,FALSE
SIGN_291,IMG_0300,37.752672,-122.411593,24th,Spanish,Leaflet,Flier,Commentary,0,,FALSE
SIGN_292,IMG_0300,37.752672,-122.411593,24th,Spanish,Leaflet,Flier,Commentary,0,,FALSE
SIGN_293,IMG_0301,37.752862,-122.4115,24th,Spanish,Information,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_294,IMG_0301,37.752862,-122.4115,24th,English,Establishment_Name,Professionally_Printed,Restaurant,2,,FALSE
SIGN_295,IMG_0301,37.752862,-122.4115,24th,English,Establishment_Name,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_296,IMG_0301,37.752862,-122.4115,24th,Spanish,Information,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_297,IMG_0301,37.752862,-122.4115,24th,English,Establishment_Description,Professionally_Printed,Restaurant,2,,FALSE
SIGN_298,IMG_0303,37.752967,-122.411417,24th,Eng_Span,Establishment_Name,Professionally_Printed,Nightclub,0,,FALSE
SIGN_299,IMG_0304,37.75287,-122.411331,24th,Spanish,Establishment_Name,Hand_Written,Institution,0,,FALSE
SIGN_300,IMG_0304,37.75287,-122.411331,24th,Spanish,Information,Hand_Written,Institution,0,,FALSE
SIGN_301,IMG_0304,37.75287,-122.411331,24th,Spanish,Establishment_Description,Hand_Written,Institution,0,,FALSE
SIGN_302,IMG_0304,37.75287,-122.411331,24th,Spanish,Establishment_Description,Professionally_Printed,Bakery,1,,FALSE
SIGN_303,IMG_0304,37.75287,-122.411331,24th,Spanish,Information,Professionally_Printed,Bakery,1,,FALSE
SIGN_304,IMG_0304,37.75287,-122.411331,24th,English,Establishment_Name,Professionally_Printed,Bakery,1,,FALSE
SIGN_305,IMG_0307,37.752798,-122.41118,24th,English,Information,Professionally_Printed,Grocery_Liquor_Store,0,,FALSE
SIGN_306,IMG_0309,37.752711,-122.410972,24th,Equal,Information,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_307,IMG_0309,37.752711,-122.410972,24th,English,Establishment_Description,Professionally_Printed,Grocery_Liquor_Store,0,,FALSE
SIGN_308,IMG_0310,37.752711,-122.410972,24th,Equal,Information,Professionally_Printed,Grocery_Liquor_Store,0,,FALSE
SIGN_309,IMG_0310,37.752711,-122.410972,24th,English,Information,Professionally_Printed,Grocery_Liquor_Store,0,,FALSE
SIGN_310,IMG_0311,37.75252,-122.410756,24th,Spanish,Establishment_Name,Professionally_Printed,Bakery,1,,FALSE
SIGN_311,IMG_0311,37.75252,-122.410756,24th,Spanish,Information,Professionally_Printed,Bakery,1,,FALSE
SIGN_312,IMG_0311,37.75252,-122.410756,24th,English,Establishment_Name,Hand_Written,Beauty_Hair_Salon,1,,FALSE
SIGN_313,IMG_0311,37.75252,-122.410756,24th,Span_Eng,Establishment_Name,Hand_Written,Jewelry_Store,0,,FALSE
SIGN_314,IMG_0311,37.75252,-122.410756,24th,Span_Eng,Establishment_Description,Hand_Written,Jewelry_Store,0,,FALSE
SIGN_315,IMG_0313,37.752939,-122.41069,24th,Span_Eng,Information,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_316,IMG_0314,37.752939,-122.41069,24th,Spanish,Establishment_Name,Hand_Written,Grocery_Liquor_Store,1,,FALSE
SIGN_317,IMG_0315,37.752557,-122.410456,24th,English,Establishment_Name,Professionally_Printed,Shop,2,,FALSE
SIGN_318,IMG_0315,37.752557,-122.410456,24th,English,Establishment_Name,Hand_Written,Shop,0,,FALSE
SIGN_319,IMG_0315,37.752557,-122.410456,24th,English,Establishment_Name,Hand_Written,Shop,0,,FALSE
SIGN_320,IMG_0315,37.752557,-122.410456,24th,English,Establishment_Name,Professionally_Printed,Institution,0,,FALSE
SIGN_321,IMG_0317,37.752914,-122.410519,24th,Span_Eng,Establishment_Description,Professionally_Printed,Grocery_Liquor_Store,0,,FALSE
SIGN_322,IMG_0317,37.752914,-122.410519,24th,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_323,IMG_0318,37.752914,-122.410519,24th,Spanish,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_324,IMG_0320,37.752873,-122.410333,24th,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_325,IMG_0321,37.752966,-122.409957,24th,Spanish,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_326,IMG_0321,37.752966,-122.409957,24th,Span_Eng,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_327,IMG_0322,37.752576,-122.409942,24th,Span_Eng,Establishment_Name,Hand_Written,Landromat,1,,FALSE
SIGN_328,IMG_0322,37.752576,-122.409942,24th,Spanish,Establishment_Description,Hand_Written,Landromat,1,,FALSE
SIGN_329,IMG_0323,37.752966,-122.409957,24th,Equal,Information,Home_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_330,IMG_0323,37.752966,-122.409957,24th,Equal,Information,Home_Printed,Bakery,1,,FALSE
SIGN_331,IMG_0323,37.752966,-122.409957,24th,Equal,Information,Home_Printed,Bakery,1,,FALSE
SIGN_332,IMG_0323,37.752966,-122.409957,24th,English,Information,Home_Printed,Bakery,1,,FALSE
SIGN_333,IMG_0324,37.752966,-122.409957,24th,Spanish,Leaflet,Hand_Written,Bakery,1,,FALSE
SIGN_334,IMG_0325,37.752945,-122.409886,24th,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_335,IMG_0327,37.752955,-122.409806,24th,English,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_336,IMG_0327,37.752955,-122.409806,24th,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_337,IMG_0328,37.752955,-122.409806,24th,Spanish,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_338,IMG_0328,37.752955,-122.409806,24th,Eng_Span,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_339,IMG_0328,37.752955,-122.409806,24th,English,Information,Professionally_Printed,Restaurant,1,,FALSE
SIGN_340,IMG_0329,37.752955,-122.409806,24th,Spanish,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_341,IMG_0330,37.75258,-122.409613,24th,English,Establishment_Name,Professionally_Printed,Cafe,1,,FALSE
SIGN_342,IMG_0330,37.75258,-122.409613,24th,English,Information,Professionally_Printed,Cafe,1,,FALSE
SIGN_343,IMG_0331,37.752781,-122.409642,24th,English,Establishment_Name,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_344,IMG_0331,37.752781,-122.409642,24th,Span_Eng,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_345,IMG_0333,37.752948,-122.409632,24th,English,Establishment_Name,Professionally_Printed,Bakery,1,,FALSE
SIGN_346,IMG_0333,37.752948,-122.409632,24th,Eng_Span,Information,Hand_Written,Bakery,1,,FALSE
SIGN_347,IMG_0334,37.752971,-122.409507,24th,English,Establishment_Name,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_348,IMG_0334,37.752971,-122.409507,24th,Spanish,Information,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_349,IMG_0334,37.752971,-122.409507,24th,English,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,1,,FALSE
SIGN_350,IMG_0336,37.753069,-122.408971,24th,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_351,IMG_0337,37.753069,-122.408971,24th,English,Information,Hand_Written,Restaurant,1,,FALSE
SIGN_352,IMG_0338,37.752631,-122.4087,24th,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_353,IMG_0339,37.752631,-122.4087,24th,English,Leaflet,Flier,Commentary,0,,FALSE
SIGN_354,IMG_0339,37.752631,-122.4087,24th,English,Leaflet,Flier,Commentary,0,,FALSE
SIGN_355,IMG_0340,37.753029,-122.408817,24th,English,Establishment_Name,Professionally_Printed,Institution,0,,FALSE
SIGN_356,IMG_0341,37.753053,-122.408705,24th,English,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_357,IMG_0341,37.753053,-122.408705,24th,English,Establishment_Description,Professionally_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_358,IMG_0342,37.752642,-122.408619,24th,English,Establishment_Name,Professionally_Printed,Restaurant,2,,TRUE
SIGN_359,IMG_0342,37.752642,-122.408619,24th,English,Establishment_Name,Professionally_Printed,Restaurant,2,,TRUE
SIGN_360,IMG_0342,37.752642,-122.408619,24th,Spanish,Establishment_Name,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_361,IMG_0342,37.752642,-122.408619,24th,English,Establishment_Description,Professionally_Printed,Notary_Financial_Services,0,,FALSE
SIGN_362,IMG_0343,37.753053,-122.408705,24th,English,Establishment_Name,Home_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_363,IMG_0344,37.752864,-122.408404,24th,Spanish,Establishment_Name,Professionally_Printed,Bakery,1,,TRUE
SIGN_364,IMG_0346,37.752654,-122.408311,24th,English,Establishment_Name,Professionally_Printed,Restaurant,2,,FALSE
SIGN_365,IMG_0347,37.752862,-122.408432,24th,Span_Eng,Information,Hand_Written,Beauty_Hair_Salon,1,,FALSE
SIGN_366,IMG_0348,37.752879,-122.408213,24th,English,Establishment_Name,Professionally_Printed,Bar,1,,FALSE
SIGN_367,IMG_0349,37.752879,-122.408213,24th,English,Information,Hand_Written,Bar,1,,FALSE
SIGN_368,IMG_0350,37.752879,-122.408213,24th,English,Establishment_Name,Professionally_Printed,Bar,1,,FALSE
SIGN_369,IMG_0351,37.753054,-122.408105,24th,Span_Eng,Establishment_Name,Hand_Written,Restaurant,1,,TRUE
SIGN_370,IMG_0353,37.752763,-122.407989,24th,English,Establishment_Description,Hand_Written,Landromat,1,,FALSE
SIGN_371,IMG_0353,37.752763,-122.407989,24th,English,Establishment_Description,Hand_Written,Landromat,1,,FALSE
SIGN_372,IMG_0354,37.752819,-122.412134,24th,English,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_373,IMG_0354,37.752819,-122.412134,24th,English,Information,Professionally_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_374,IMG_0355,37.752763,-122.407989,24th,English,Establishment_Name,Hand_Written,Movie_Theater,2,,FALSE
SIGN_375,IMG_0356,37.753111,-122.407816,24th,Span_Eng,Establishment_Name,Professionally_Printed,Restaurant,1,,TRUE
SIGN_376,IMG_0356,37.753111,-122.407816,24th,Spanish,Establishment_Name,Hand_Written,Restaurant,1,,TRUE
SIGN_377,IMG_0356,37.753111,-122.407816,24th,English,Information,Hand_Written,Restaurant,1,,TRUE
SIGN_378,IMG_0356,37.753111,-122.407816,24th,English,Establishment_Description,Hand_Written,Restaurant,1,,TRUE
SIGN_379,IMG_0356,37.753111,-122.407816,24th,English,Information,Professionally_Printed,Restaurant,1,,TRUE
SIGN_380,IMG_0358,37.753093,-122.407673,24th,Spanish,Establishment_Name,Professionally_Printed,Institution,0,,TRUE
SIGN_381,IMG_0359,37.753093,-122.407673,24th,English,Establishment_Name,Professionally_Printed,Cafe,1,Dynamo coffee with bike parking,FALSE
SIGN_382,IMG_0361,37.753099,-122.407232,24th,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_383,IMG_0362,37.753098,-122.407127,24th,Other (Thai),Establishment_Name,Professionally_Printed,Restaurant,2,,TRUE
SIGN_384,IMG_0364,37.753105,-122.406863,24th,Spanish,Establishment_Description,Professionally_Printed,Beauty_Hair_Salon,1,,TRUE
SIGN_385,IMG_0364,37.753105,-122.406863,24th,Spanish,Information,Professionally_Printed,Beauty_Hair_Salon,1,,TRUE
SIGN_386,IMG_0365,37.753105,-122.406863,24th,English,Establishment_Name,Hand_Written,Beauty_Hair_Salon,1,,TRUE
SIGN_387,IMG_0365,37.753105,-122.406863,24th,English,Information,Professionally_Printed,Beauty_Hair_Salon,1,,TRUE
SIGN_388,IMG_0366,37.753108,-122.406657,24th,English,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_389,IMG_0366,37.753108,-122.406657,24th,English,Establishment_Description,Professionally_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_390,IMG_0367,37.753109,-122.406582,24th,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_391,IMG_0370,37.752733,-122.407475,24th,English,Information,Home_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_392,IMG_0370,37.752733,-122.407475,24th,English,Information,Home_Printed,Grocery_Liquor_Store,1,,FALSE
SIGN_393,IMG_0371,37.752733,-122.407475,24th,English,Establishment_Name,Professionally_Printed,Grocery_Liquor_Store,2,,FALSE
SIGN_394,IMG_0372,37.752576,-122.409942,24th,English,Information,Hand_Written,Landromat,1,,FALSE
SIGN_395,IMG_0374,37.752478,-122.410566,24th,Eng_Span,Information,Hand_Written,Shop,2,But has changed names,FALSE
SIGN_396,IMG_0375,37.752484,-122.411893,24th,English,Graffiti,Hand_Written,Commentary,0,,FALSE
SIGN_397,IMG_0378,37.752276,-122.414494,24th,English,Establishment_Name,Professionally_Printed,Restaurant,2,Local Eatery,TRUE
SIGN_398,IMG_0378,37.752276,-122.414494,24th,English,Establishment_Description,Professionally_Printed,Restaurant,2,,TRUE
SIGN_399,IMG_0380,37.752256,-122.416618,24th,Equal,Information,Professionally_Printed,Shop,0,,FALSE
SIGN_400,IMG_0382,37.752256,-122.416618,24th,Span_Eng,Establishment_Name,Professionally_Printed,Shop,0,,FALSE
SIGN_401,IMG_0382,37.752256,-122.416618,24th,Spanish,Information,Professionally_Printed,Shop,0,,FALSE
SIGN_402,IMG_0383,37.752256,-122.416618,24th,Eng_Span,Advertisement,Professionally_Printed,Shop,0,,FALSE
SIGN_403,IMG_0384,37.752324,-122.416737,24th,English,Advertisement,Professionally_Printed,External,0,,FALSE
SIGN_404,IMG_0386,37.749254,-122.417971,Mission,Spanish,Establishment_Name,Professionally_Printed,Supermarket,1,Can't find,FALSE
SIGN_405,IMG_0386,37.749254,-122.417971,Mission,Spanish,Establishment_Description,Professionally_Printed,Supermarket,1,,FALSE
SIGN_406,IMG_0386,37.749254,-122.417971,Mission,Spanish,Street_Signs,Permanent,External,0,,FALSE
SIGN_407,IMG_0387,37.75078,-122.41815,Mission,English,Graffiti,Hand_Written,Restaurant,0,,FALSE
SIGN_408,IMG_0387,37.75078,-122.41815,Mission,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_409,IMG_0387,37.75078,-122.41815,Mission,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_410,IMG_0388,37.750811,-122.418152,Mission,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_411,IMG_0388,37.750811,-122.418152,Mission,Spanish,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_412,IMG_0389,37.750892,-122.418088,Mission,Spanish,Establishment_Description,Professionally_Printed,Restaurant,1,,FALSE
SIGN_413,IMG_0390,37.750999,-122.418316,Mission,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_414,IMG_0390,37.750999,-122.418316,Mission,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_415,IMG_391,37.75131,-122.418164,Mission,Spanish,Establishment_Name,Professionally_Printed,Business ,1,Andrea De Mexico a Tus Pies,FALSE
SIGN_416,IMG_0391,37.75131,-122.418164,Mission,English,Establishment_Description,Professionally_Printed,Business ,1,,FALSE
SIGN_417,IMG_0391,37.75131,-122.418164,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_418,IMG_0391,37.75131,-122.418164,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_419,IMG_0391,37.75131,-122.418164,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_420,IMG_0391,37.75131,-122.418164,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_421,IMG_0392,37.751149,-122.418366,Mission,Spanish,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_422,IMG_0392,37.751149,-122.418366,Mission,Spanish,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_423,IMG_0392,37.751149,-122.418366,Mission,English,Establishment_Description,Professionally_Printed,Business ,0,,FALSE
SIGN_424,IMG_0393,37.751279,-122.418655,Mission,English,Establishment_Description,Professionally_Printed,Business ,2,,FALSE
SIGN_425,IMG_0394,37.751613,-122.418143,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_426,IMG_0394,37.751613,-122.418143,Mission,English,Establishment_Description,Professionally_Printed,Business ,1,,FALSE
SIGN_427,IMG_0394,37.751613,-122.418143,Mission,Spanish,Establishment_Name,Professionally_Printed,Restaurant,2,,FALSE
SIGN_428,IMG_0394,37.751613,-122.418143,Mission,English,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_429,IMG_0394,37.751613,-122.418143,Mission,Eng_Span,Establishment_Description,Professionally_Printed,Business ,1,,FALSE
SIGN_430,IMG_0394,37.751613,-122.418143,Mission,Eng_Span,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_431,IMG_0394,37.751613,-122.418143,Mission,English,Establishment_Name,Professionally_Printed,Business ,1,,FALSE
SIGN_432,IMG_0394,37.751613,-122.418143,Mission,English,Street_Signs,Permanent,External,1,,FALSE
SIGN_433,IMG_0394,37.751613,-122.418143,Mission,English,Street_Signs,Permanent,External,1,,FALSE
SIGN_434,IMG_0395,37.75136,-122.418636,Mission,Spanish,Establishment_Name,Professionally_Printed,Business ,0,,FALSE
SIGN_435,IMG_0395,37.75136,-122.418636,Mission,Spanish,Establishment_Name,Home_Printed,Supermarket,1,,FALSE
SIGN_436,IMG_0395,37.75136,-122.418636,Mission,Spanish,Establishment_Description,Professionally_Printed,Business ,1,,FALSE
SIGN_437,IMG_0395,37.75136,-122.418636,Mission,Spanish,Information,Professionally_Printed,Business ,1,,FALSE
SIGN_438,IMG_0395,37.75136,-122.418636,Mission,English,Establishment_Name,Professionally_Printed,Cafe,1,,FALSE
SIGN_439,IMG_0395,37.75136,-122.418636,Mission,Span_Eng,Information,Professionally_Printed,Business ,1,,FALSE
SIGN_440,IMG_0395,37.75136,-122.418636,Mission,Span_Eng,Information,Professionally_Printed,Business ,1,,FALSE
SIGN_441,IMG_0395,37.75136,-122.418636,Mission,Spanish,information,Professionally_Printed,Business ,1,,FALSE
SIGN_442,IMG_0396,37.751416,-122.418606,Mission,Spanish,Establishment_Name,Home_Printed,Business ,2,,FALSE
SIGN_443,IMG_0396,37.751416,-122.418606,Mission,Spanish,Establishment_Description,Home_Printed,Business ,0,,FALSE
SIGN_444,IMG_0396,37.751416,-122.418606,Mission,Spanish,Information,Hand_Written,Business ,0,,FALSE
SIGN_445,IMG_0396,37.751416,-122.418606,Mission,English,Information,Home_Printed,Business ,0,,FALSE
SIGN_446,IMG_0401,37.751613,-122.418143,Mission,Eng_Span,Establishment_Name,Professionally_Printed,Restaurant,1,,FALSE
SIGN_447,IMG_0402,37.751571,-122.418773,Mission,English,Establishment_Description,Professionally_Printed,Restaurant,2,,FALSE
SIGN_448,IMG_0402,37.751571,-122.418773,Mission,English,Information,Hand_Written,Restaurant,0,,FALSE
